Temp,n_rows_raw,n_rows,n_rows_removed_after_log_filter,selection_metric,n_starts,n_successful_starts,K,r,N0,RSS,R2,RMSE,MAE,AIC,BIC,success,message
8.0,54,54,0,AIC,16,16,19928.80351247127,0.010969539469067069,517.9932281894756,12.480073145497704,0.856955183468843,0.4807415788730624,0.29105604615673336,80.14341716447753,86.11036930417035,True,Fit succeeded.
16.0,63,63,0,AIC,16,16,17967.29506795444,0.01683085710976851,616.0302786166037,6.339927524355074,0.8955487578330481,0.31722826202571913,0.21908253034761957,40.12140964544789,46.55081382462249,True,Fit succeeded.
25.0,66,66,0,AIC,16,16,9561.623727811893,0.038737049236877104,663.1565733787107,6.276753186264876,0.7780899616280716,0.30838664206481653,0.24716796148219713,38.01496073235715,44.58392495843643,True,Fit succeeded.
