Temp,n_rows_raw,n_rows,n_outliers_removed,n_starts,n_successful_starts,K,r,N0,RSS,R2,RMSE,MAE,AIC,BIC,success,message
5.0,54,54,0,50,50,20071.072088020148,0.0077762959248592126,457.76944743201403,198016939.56517237,0.94459260338454,1914.9361248663117,1439.9196237886968,975.4488325430083,981.4157846827011,True,Fit succeeded.
8.0,54,54,0,50,50,19993.5050018603,0.009455972167493944,916.8642899702137,213226732.95163476,0.9355793995898696,1987.119322740346,1428.3746025241605,979.44502117125,985.4119733109428,True,Fit succeeded.
16.0,63,53,10,50,50,17475.483254814302,0.0436314228286541,7.317830142444472,276251926.7764658,0.5137543919812063,2283.046321303257,1870.2235880039427,976.1336737344354,982.0445494750918,True,Fit succeeded.
25.0,66,66,0,50,50,12654.309221185826,0.004598346772263467,3385.0532489633842,247108096.73752782,0.7070369140655988,1934.9578992269378,1657.0841612467393,1192.2548782822846,1198.823842508364,True,Fit succeeded.
32.0,57,57,0,50,50,4015.582404255071,0.012078264873830088,108.97493286705462,70360799.22487912,0.6030345699467137,1111.0355468667003,895.7260003225219,967.2464402191713,973.3755940226749,True,Fit succeeded.
